# k[h/Mpc]  P(k)[(Mpc/h)^3]  k[1/Mpc]  P(k)[Mpc^3]
4.10244791e-04 3.87843066e+10 2.76340891e-04 1.26896545e+11
4.12065814e-04 3.82662529e+10 2.77567532e-04 1.25201549e+11
4.13894920e-04 3.77550641e+10 2.78799618e-04 1.23529015e+11
4.15732146e-04 3.72506051e+10 2.80037174e-04 1.21878499e+11
4.17577527e-04 3.67527870e+10 2.81280222e-04 1.20249711e+11
4.19431099e-04 3.62615744e+10 2.82528789e-04 1.18642536e+11
4.21292899e-04 3.57769339e+10 2.83782897e-04 1.17056863e+11
4.23162964e-04 3.52988289e+10 2.85042572e-04 1.15492574e+11
4.25041329e-04 3.48271835e+10 2.86307839e-04 1.13949420e+11
4.26928032e-04 3.43618751e+10 2.87578723e-04 1.12426999e+11
4.28823110e-04 3.39027810e+10 2.88855247e-04 1.10924911e+11
4.30726600e-04 3.34497824e+10 2.90137438e-04 1.09442766e+11
4.32638540e-04 3.30027903e+10 2.91425320e-04 1.07980274e+11
4.34558966e-04 3.25617507e+10 2.92718920e-04 1.06537257e+11
4.36487917e-04 3.21266115e+10 2.94018261e-04 1.05113546e+11
4.38425430e-04 3.16973196e+10 2.95323370e-04 1.03708966e+11
4.40371543e-04 3.12738009e+10 2.96634272e-04 1.02323275e+11
4.42326295e-04 3.08559548e+10 2.97950993e-04 1.00956144e+11
4.44289724e-04 3.04436812e+10 2.99273558e-04 9.96072454e+10
4.46261869e-04 3.00368830e+10 3.00601995e-04 9.82762614e+10
4.48242767e-04 2.96354818e+10 3.01936328e-04 9.69629357e+10
4.50232458e-04 2.92394227e+10 3.03276584e-04 9.56670887e+10
4.52230982e-04 2.88486523e+10 3.04622789e-04 9.43885455e+10
4.54238376e-04 2.84631170e+10 3.05974970e-04 9.31271307e+10
4.56254681e-04 2.80827547e+10 3.07333153e-04 9.18826412e+10
4.58279937e-04 2.77074925e+10 3.08697365e-04 9.06548384e+10
4.60314182e-04 2.73372578e+10 3.10067633e-04 8.94434850e+10
4.62357456e-04 2.69719791e+10 3.11443983e-04 8.82483470e+10
4.64409801e-04 2.66115856e+10 3.12826442e-04 8.70691924e+10
4.66471256e-04 2.62560064e+10 3.14215038e-04 8.59057895e+10
4.68541861e-04 2.59051718e+10 3.15609798e-04 8.47579105e+10
4.70621657e-04 2.55590136e+10 3.17010748e-04 8.36253318e+10
4.72710686e-04 2.52174695e+10 3.18417918e-04 8.25078498e+10
4.74808987e-04 2.48804851e+10 3.19831334e-04 8.14052863e+10
4.76916602e-04 2.45480069e+10 3.21251023e-04 8.03174665e+10
4.79033573e-04 2.42199817e+10 3.22677015e-04 7.92442163e+10
4.81159941e-04 2.38963499e+10 3.24109336e-04 7.81853406e+10
4.83295747e-04 2.35770432e+10 3.25548015e-04 7.71406162e+10
4.85441034e-04 2.32619940e+10 3.26993081e-04 7.61098217e+10
4.87595844e-04 2.29511361e+10 3.28444560e-04 7.50927402e+10
4.89760218e-04 2.26444104e+10 3.29902483e-04 7.40891788e+10
4.91934200e-04 2.23417671e+10 3.31366877e-04 7.30989747e+10
4.94117832e-04 2.20431578e+10 3.32837772e-04 7.21219690e+10
4.96311157e-04 2.17485342e+10 3.34315195e-04 7.11580039e+10
4.98514218e-04 2.14578475e+10 3.35799177e-04 7.02069196e+10
5.00727058e-04 2.11710476e+10 3.37289746e-04 6.92685525e+10
5.02949720e-04 2.08880849e+10 3.38786931e-04 6.83427405e+10
5.05182248e-04 2.06089106e+10 3.40290762e-04 6.74293230e+10
5.07424687e-04 2.03334730e+10 3.41801269e-04 6.65281318e+10
5.09677079e-04 2.00617171e+10 3.43318480e-04 6.56389864e+10
5.11939469e-04 1.97935882e+10 3.44842426e-04 6.47617083e+10
5.14211902e-04 1.95290330e+10 3.46373137e-04 6.38961224e+10
5.16494422e-04 1.92680033e+10 3.47910642e-04 6.30420716e+10
5.18787073e-04 1.90104585e+10 3.49454972e-04 6.21994231e+10
5.21089902e-04 1.87563589e+10 3.51006158e-04 6.13680466e+10
5.23402952e-04 1.85056650e+10 3.52564228e-04 6.05478128e+10
5.25726269e-04 1.82583318e+10 3.54129215e-04 5.97385750e+10
5.28059900e-04 1.80143070e+10 3.55701149e-04 5.89401618e+10
5.30403889e-04 1.77735384e+10 3.57280060e-04 5.81524025e+10
5.32758283e-04 1.75359751e+10 3.58865980e-04 5.73751304e+10
5.35123128e-04 1.73015729e+10 3.60458939e-04 5.66082008e+10
5.37498470e-04 1.70702970e+10 3.62058969e-04 5.58515001e+10
5.39884356e-04 1.68421138e+10 3.63666102e-04 5.51049181e+10
5.42280832e-04 1.66169895e+10 3.65280369e-04 5.43683445e+10
5.44687946e-04 1.63948850e+10 3.66901801e-04 5.36416515e+10
5.47105745e-04 1.61757535e+10 3.68530430e-04 5.29246853e+10
5.49534276e-04 1.59595478e+10 3.70166289e-04 5.22172923e+10
5.51973588e-04 1.57462222e+10 3.71809409e-04 5.15193222e+10
5.54423727e-04 1.55357363e+10 3.73459822e-04 5.08306434e+10
5.56884741e-04 1.53280581e+10 3.75117562e-04 5.01511508e+10
5.59356680e-04 1.51231564e+10 3.76782660e-04 4.94807424e+10
5.61839592e-04 1.49209999e+10 3.78455149e-04 4.88193163e+10
5.64333525e-04 1.47215538e+10 3.80135062e-04 4.81667579e+10
5.66838528e-04 1.45247766e+10 3.81822432e-04 4.75229318e+10
5.69354651e-04 1.43306271e+10 3.83517293e-04 4.68877033e+10
5.71881942e-04 1.41390650e+10 3.85219676e-04 4.62609403e+10
5.74420451e-04 1.39500531e+10 3.86929616e-04 4.56425212e+10
5.76970229e-04 1.37635590e+10 3.88647146e-04 4.50323397e+10
5.79531325e-04 1.35795508e+10 3.90372300e-04 4.44302920e+10
5.82103789e-04 1.33979971e+10 3.92105112e-04 4.38362752e+10
5.84687672e-04 1.32188673e+10 3.93845616e-04 4.32501889e+10
5.87283025e-04 1.30421315e+10 3.95593845e-04 4.26719354e+10
5.89889898e-04 1.28677602e+10 3.97349835e-04 4.21014181e+10
5.92508342e-04 1.26957242e+10 3.99113619e-04 4.15385415e+10
5.95138410e-04 1.25259929e+10 4.00885233e-04 4.09832056e+10
5.97780152e-04 1.23585334e+10 4.02664710e-04 4.04353027e+10
6.00433620e-04 1.21933130e+10 4.04452086e-04 3.98947260e+10
6.03098867e-04 1.20302997e+10 4.06247397e-04 3.93613704e+10
6.05775944e-04 1.18694621e+10 4.08050676e-04 3.88351334e+10
6.08464905e-04 1.17107698e+10 4.09861960e-04 3.83159157e+10
6.11165802e-04 1.15541930e+10 4.11681284e-04 3.78036195e+10
6.13878687e-04 1.13997023e+10 4.13508684e-04 3.72981486e+10
6.16603615e-04 1.12472704e+10 4.15344195e-04 3.67994138e+10
6.19340638e-04 1.10968732e+10 4.17187854e-04 3.63073363e+10
6.22089811e-04 1.09484872e+10 4.19039696e-04 3.58218390e+10
6.24851186e-04 1.08020888e+10 4.20899759e-04 3.53428451e+10
6.27624819e-04 1.06576522e+10 4.22768078e-04 3.48702699e+10
6.30410764e-04 1.05151473e+10 4.24644691e-04 3.44040148e+10
6.33209076e-04 1.03745439e+10 4.26529634e-04 3.39439811e+10
6.36019809e-04 1.02358125e+10 4.28422943e-04 3.34900724e+10
6.38843018e-04 1.00989270e+10 4.30324657e-04 3.30422032e+10
6.41678759e-04 9.96386683e+09 4.32234812e-04 3.26003062e+10
6.44527087e-04 9.83061199e+09 4.34153446e-04 3.21643160e+10
6.47388059e-04 9.69914261e+09 4.36080597e-04 3.17341675e+10
6.50261731e-04 9.56943662e+09 4.38016302e-04 3.13097886e+10
6.53148158e-04 9.44146798e+09 4.39960599e-04 3.08910940e+10
6.56047398e-04 9.31521065e+09 4.41913527e-04 3.04779986e+10
6.58959507e-04 9.19063906e+09 4.43875124e-04 3.00704187e+10
6.61884543e-04 9.06772901e+09 4.45845428e-04 2.96682751e+10
6.64822562e-04 8.94645846e+09 4.47824478e-04 2.92714957e+10
6.67773623e-04 8.82680582e+09 4.49812312e-04 2.88800099e+10
6.70737783e-04 8.70874980e+09 4.51808971e-04 2.84937479e+10
6.73715101e-04 8.59226985e+09 4.53814492e-04 2.81126427e+10
6.76705635e-04 8.47734659e+09 4.55828915e-04 2.77366307e+10
6.79709443e-04 8.36396091e+09 4.57852281e-04 2.73656494e+10
6.82726585e-04 8.25209390e+09 4.59884628e-04 2.69996370e+10
6.85757119e-04 8.14172487e+09 4.61925996e-04 2.66385258e+10
6.88801106e-04 8.03282966e+09 4.63976425e-04 2.62822367e+10
6.91858605e-04 7.92538420e+09 4.66035956e-04 2.59306909e+10
6.94929675e-04 7.81936492e+09 4.68104629e-04 2.55838115e+10
6.98014377e-04 7.71475406e+09 4.70182485e-04 2.52415401e+10
7.01112772e-04 7.61154433e+09 4.72269564e-04 2.49038531e+10
7.04224921e-04 7.50972933e+09 4.74365907e-04 2.45707294e+10
7.07350884e-04 7.40930212e+09 4.76471555e-04 2.42421463e+10
7.10490722e-04 7.31024435e+09 4.78586551e-04 2.39180439e+10
7.13644498e-04 7.21251591e+09 4.80710934e-04 2.35982908e+10
7.16812273e-04 7.11607546e+09 4.82844747e-04 2.32827519e+10
7.19994110e-04 7.02088327e+09 4.84988032e-04 2.29712970e+10
7.23190070e-04 6.92691579e+09 4.87140831e-04 2.26638493e+10
7.26400217e-04 6.83417991e+09 4.89303186e-04 2.23604311e+10
7.29624613e-04 6.74268510e+09 4.91475139e-04 2.20610735e+10
7.32863322e-04 6.65243960e+09 4.93656733e-04 2.17658035e+10
7.36116407e-04 6.56343741e+09 4.95848012e-04 2.14746015e+10
7.39383932e-04 6.47564511e+09 4.98049016e-04 2.11873580e+10
7.42665961e-04 6.38902703e+09 5.00259791e-04 2.09039563e+10
7.45962558e-04 6.30354885e+09 5.02480379e-04 2.06242843e+10
7.49273789e-04 6.21919039e+09 5.04710824e-04 2.03482759e+10
7.52599718e-04 6.13595898e+09 5.06951170e-04 2.00759549e+10
7.55940410e-04 6.05386439e+09 5.09201460e-04 1.98073535e+10
7.59295932e-04 5.97291515e+09 5.11461740e-04 1.95424995e+10
7.62666348e-04 5.89310172e+09 5.13732052e-04 1.92813617e+10
7.66051724e-04 5.81437825e+09 5.16012441e-04 1.90237901e+10
7.69452128e-04 5.73669609e+09 5.18302954e-04 1.87696255e+10
7.72867626e-04 5.66000866e+09 5.20603633e-04 1.85187155e+10
7.76298285e-04 5.58428730e+09 5.22914525e-04 1.82709664e+10
7.79744172e-04 5.50953888e+09 5.25235674e-04 1.80264006e+10
7.83205355e-04 5.43577397e+09 5.27567127e-04 1.77850526e+10
7.86681902e-04 5.36300200e+09 5.29908929e-04 1.75469534e+10
7.90173881e-04 5.29122303e+09 5.32261126e-04 1.73121032e+10
7.93681360e-04 5.22041819e+09 5.34623764e-04 1.70804402e+10
7.97204408e-04 5.15056661e+09 5.36996889e-04 1.68518961e+10
8.00743095e-04 5.08164805e+09 5.39380549e-04 1.66264047e+10
8.04297489e-04 5.01364562e+09 5.41774789e-04 1.64039108e+10
8.07867661e-04 4.94654909e+09 5.44179657e-04 1.61843808e+10
8.11453681e-04 4.88034915e+09 5.46595199e-04 1.59677843e+10
8.15055618e-04 4.81503650e+09 5.49021464e-04 1.57540909e+10
8.18673544e-04 4.75060003e+09 5.51458499e-04 1.55432643e+10
8.22307529e-04 4.68702467e+09 5.53906352e-04 1.53352551e+10
8.25957646e-04 4.62429509e+09 5.56365070e-04 1.51300131e+10
8.29623964e-04 4.56239633e+09 5.58834702e-04 1.49274895e+10
8.33306557e-04 4.50131653e+09 5.61315297e-04 1.47276454e+10
8.37005497e-04 4.44105036e+09 5.63806902e-04 1.45304633e+10
8.40720855e-04 4.38159325e+09 5.66309568e-04 1.43359284e+10
8.44452706e-04 4.32294041e+09 5.68823343e-04 1.41440249e+10
8.48201121e-04 4.26508305e+09 5.71348275e-04 1.39547242e+10
8.51966176e-04 4.20800343e+09 5.73884416e-04 1.37679680e+10
8.55747943e-04 4.15168302e+09 5.76431814e-04 1.35836960e+10
8.59546497e-04 4.09610388e+09 5.78990520e-04 1.34018492e+10
8.63361912e-04 4.04125251e+09 5.81560584e-04 1.32223836e+10
8.67194263e-04 3.98712499e+09 5.84142056e-04 1.30452863e+10
8.71043626e-04 3.93371862e+09 5.86734986e-04 1.28705485e+10
8.74910075e-04 3.88103044e+09 5.89339427e-04 1.26981605e+10
8.78793687e-04 3.82905478e+09 5.91955428e-04 1.25281038e+10
8.82694538e-04 3.77777987e+09 5.94583041e-04 1.23603399e+10
8.86612704e-04 3.72719329e+09 5.97222318e-04 1.21948280e+10
8.90548263e-04 3.67728292e+09 5.99873310e-04 1.20315286e+10
8.94501291e-04 3.62803817e+09 6.02536070e-04 1.18704071e+10
8.98471866e-04 3.57945185e+09 6.05210649e-04 1.17114398e+10
9.02460066e-04 3.53151728e+09 6.07897100e-04 1.15546049e+10
9.06465968e-04 3.48422778e+09 6.10595476e-04 1.13998806e+10
9.10489653e-04 3.43757500e+09 6.13305830e-04 1.12472396e+10
9.14531198e-04 3.39154649e+09 6.16028215e-04 1.10966411e+10
9.18590683e-04 3.34612947e+09 6.18762684e-04 1.09480433e+10
9.22668188e-04 3.30131150e+09 6.21509291e-04 1.08014055e+10
9.26763792e-04 3.25708300e+09 6.24268090e-04 1.06566963e+10
9.30877576e-04 3.21344103e+09 6.27039135e-04 1.05139062e+10
9.35009620e-04 3.17038350e+09 6.29822480e-04 1.03730283e+10
9.39160007e-04 3.12790811e+09 6.32618180e-04 1.02340551e+10
9.43328816e-04 3.08601014e+09 6.35426290e-04 1.00969711e+10
9.47516130e-04 3.04467898e+09 6.38246865e-04 9.96174162e+09
9.51722031e-04 3.00390330e+09 6.41079960e-04 9.82832959e+09
9.55946601e-04 2.96367209e+09 6.43925630e-04 9.69669899e+09
9.60189924e-04 2.92397573e+09 6.46783933e-04 9.56681836e+09
9.64452082e-04 2.88480777e+09 6.49654922e-04 9.43866654e+09
9.68733159e-04 2.84616227e+09 6.52538656e-04 9.31222417e+09
9.73033240e-04 2.80803336e+09 6.55435190e-04 9.18747198e+09
9.77352408e-04 2.77041470e+09 6.58344582e-04 9.06438927e+09
9.81690748e-04 2.73329876e+09 6.61266888e-04 8.94295137e+09
9.86048346e-04 2.69667790e+09 6.64202166e-04 8.82313331e+09
9.90425286e-04 2.66054464e+09 6.67150473e-04 8.70491058e+09
9.94821655e-04 2.62489241e+09 6.70111867e-04 8.58826172e+09
9.99237539e-04 2.58971692e+09 6.73086406e-04 8.47317270e+09
1.00367302e-03 2.55501422e+09 6.76074149e-04 8.35963058e+09
1.00812820e-03 2.52078032e+09 6.79075155e-04 8.24762230e+09
1.01260315e-03 2.48700887e+09 6.82089481e-04 8.13712707e+09
1.01709796e-03 2.45368711e+09 6.85117187e-04 8.02810320e+09
1.02161273e-03 2.42080162e+09 6.88158333e-04 7.92050672e+09
1.02614753e-03 2.38833944e+09 6.91212979e-04 7.81429524e+09
1.03070247e-03 2.35629248e+09 6.94281183e-04 7.70944230e+09
1.03527762e-03 2.32466537e+09 6.97363007e-04 7.60596304e+09
1.03987309e-03 2.29346449e+09 7.00458511e-04 7.50387835e+09
1.04448895e-03 2.26269566e+09 7.03567755e-04 7.40320726e+09
1.04912530e-03 2.23235959e+09 7.06690801e-04 7.30395212e+09
1.05378223e-03 2.20244357e+09 7.09827710e-04 7.20607131e+09
1.05845983e-03 2.17293294e+09 7.12978542e-04 7.10951685e+09
1.06315820e-03 2.14381359e+09 7.16143361e-04 7.01424262e+09
1.06787742e-03 2.11507463e+09 7.19322229e-04 6.92021297e+09
1.07261759e-03 2.08671344e+09 7.22515207e-04 6.82741935e+09
1.07737880e-03 2.05872881e+09 7.25722358e-04 6.73585774e+09
1.08216114e-03 2.03111936e+09 7.28943745e-04 6.64552370e+09
1.08696471e-03 2.00388293e+09 7.32179431e-04 6.55641010e+09
1.09178961e-03 1.97701519e+09 7.35429481e-04 6.46850279e+09
1.09663592e-03 1.95051145e+09 7.38693956e-04 6.38178646e+09
1.10150375e-03 1.92436709e+09 7.41972923e-04 6.29624596e+09
1.10639318e-03 1.89857673e+09 7.45266444e-04 6.21186370e+09
1.11130431e-03 1.87313266e+09 7.48574585e-04 6.12861444e+09
1.11623725e-03 1.84802692e+09 7.51897410e-04 6.04647215e+09
1.12119208e-03 1.82325180e+09 7.55234985e-04 5.96541161e+09
1.12616891e-03 1.79880087e+09 7.58587375e-04 5.88541178e+09
1.13116782e-03 1.77467117e+09 7.61954646e-04 5.80646293e+09
1.13618893e-03 1.75086032e+09 7.65336863e-04 5.72855734e+09
1.14123232e-03 1.72736594e+09 7.68734094e-04 5.65168718e+09
1.14629811e-03 1.70418540e+09 7.72146405e-04 5.57584386e+09
1.15138638e-03 1.68131545e+09 7.75573862e-04 5.50101677e+09
1.15649723e-03 1.65875276e+09 7.79016534e-04 5.42719495e+09
1.16163077e-03 1.63649396e+09 7.82474487e-04 5.35436746e+09
1.16678710e-03 1.61453540e+09 7.85947789e-04 5.28252227e+09
1.17196631e-03 1.59287230e+09 7.89436509e-04 5.21164380e+09
1.17716852e-03 1.57149977e+09 7.92940715e-04 5.14171603e+09
1.18239382e-03 1.55041302e+09 7.96460476e-04 5.07272326e+09
1.18764231e-03 1.52960754e+09 7.99995861e-04 5.00465081e+09
1.19291410e-03 1.50907961e+09 8.03546938e-04 4.93748643e+09
1.19820929e-03 1.48882565e+09 8.07113779e-04 4.87121847e+09
1.20352799e-03 1.46884217e+09 8.10696452e-04 4.80583545e+09
1.20887029e-03 1.44912574e+09 8.14295028e-04 4.74132619e+09
1.21423631e-03 1.42967319e+09 8.17909578e-04 4.67768032e+09
1.21962615e-03 1.41048142e+09 8.21540172e-04 4.61488768e+09
1.22503991e-03 1.39154736e+09 8.25186882e-04 4.55293820e+09
1.23047770e-03 1.37286744e+09 8.28849779e-04 4.49182027e+09
1.23593963e-03 1.35443651e+09 8.32528936e-04 4.43151697e+09
1.24142581e-03 1.33624916e+09 8.36224423e-04 4.37201063e+09
1.24693633e-03 1.31830016e+09 8.39936315e-04 4.31328413e+09
1.25247132e-03 1.30058557e+09 8.43664683e-04 4.25532463e+09
1.25803088e-03 1.28310558e+09 8.47409601e-04 4.19813266e+09
1.26361512e-03 1.26586107e+09 8.51171142e-04 4.14171117e+09
1.26922414e-03 1.24885278e+09 8.54949380e-04 4.08606253e+09
1.27485806e-03 1.23207976e+09 8.58744389e-04 4.03118369e+09
1.28051699e-03 1.21553580e+09 8.62556243e-04 3.97705428e+09
1.28620104e-03 1.19921370e+09 8.66385018e-04 3.92365077e+09
1.29191032e-03 1.18310655e+09 8.70230789e-04 3.87095054e+09
1.29764494e-03 1.16720912e+09 8.74093630e-04 3.81893649e+09
1.30340502e-03 1.15152155e+09 8.77973618e-04 3.76760909e+09
1.30919066e-03 1.13604505e+09 8.81870829e-04 3.71697224e+09
1.31500199e-03 1.12078061e+09 8.85785339e-04 3.66702924e+09
1.32083911e-03 1.10572775e+09 8.89717225e-04 3.61777850e+09
1.32670214e-03 1.09088101e+09 8.93666564e-04 3.56920215e+09
1.33259120e-03 1.07623400e+09 8.97633434e-04 3.52127929e+09
1.33850640e-03 1.06178056e+09 9.01617912e-04 3.47398975e+09
1.34444786e-03 1.04751569e+09 9.05620076e-04 3.42731720e+09
1.35041569e-03 1.03343808e+09 9.09640006e-04 3.38125735e+09
1.35641001e-03 1.01954723e+09 9.13677780e-04 3.33580851e+09
1.36243093e-03 1.00584252e+09 9.17733477e-04 3.29096874e+09
1.36847859e-03 9.92322794e+08 9.21807176e-04 3.24673417e+09
1.37455309e-03 9.78984834e+08 9.25898958e-04 3.20309433e+09
1.38065455e-03 9.65825047e+08 9.30008903e-04 3.16003744e+09
1.38678309e-03 9.52839928e+08 9.34137092e-04 3.11755204e+09
1.39293884e-03 9.40026484e+08 9.38283605e-04 3.07562834e+09
1.39912192e-03 9.27383394e+08 9.42448524e-04 3.03426201e+09
1.40533244e-03 9.14909702e+08 9.46631931e-04 2.99344993e+09
1.41157053e-03 9.02604416e+08 9.50833907e-04 2.95318884e+09
1.41783630e-03 8.90466103e+08 9.55054535e-04 2.91347406e+09
1.42412990e-03 8.78491756e+08 9.59293898e-04 2.87429576e+09
1.43045142e-03 8.66678055e+08 9.63552078e-04 2.83564307e+09
1.43680101e-03 8.55021769e+08 9.67829161e-04 2.79750542e+09
1.44317878e-03 8.43520082e+08 9.72125229e-04 2.75987359e+09
1.44958487e-03 8.32171559e+08 9.76440366e-04 2.72274289e+09
1.45601939e-03 8.20975085e+08 9.80774658e-04 2.68610968e+09
1.46248247e-03 8.09929525e+08 9.85128189e-04 2.64997023e+09
1.46897424e-03 7.99033243e+08 9.89501045e-04 2.61431920e+09
1.47549482e-03 7.88282672e+08 9.93893311e-04 2.57914492e+09
1.48204435e-03 7.77673860e+08 9.98305075e-04 2.54443444e+09
1.48862295e-03 7.67202989e+08 1.00273642e-03 2.51017529e+09
1.49523076e-03 7.56867255e+08 1.00718744e-03 2.47635829e+09
1.50186789e-03 7.46667588e+08 1.01165821e-03 2.44298648e+09
1.50853449e-03 7.36605745e+08 1.01614883e-03 2.41006561e+09
1.51523068e-03 7.26683314e+08 1.02065938e-03 2.37760088e+09
1.52195659e-03 7.16900586e+08 1.02518996e-03 2.34559323e+09
1.52871236e-03 7.07252960e+08 1.02974064e-03 2.31402762e+09
1.53549811e-03 6.97734744e+08 1.03431153e-03 2.28288542e+09
1.54231399e-03 6.88340472e+08 1.03890270e-03 2.25214874e+09
1.54916012e-03 6.79066172e+08 1.04351426e-03 2.22180460e+09
1.55603664e-03 6.69913449e+08 1.04814628e-03 2.19185823e+09
1.56294368e-03 6.60885218e+08 1.05279887e-03 2.16231919e+09
1.56988139e-03 6.51984172e+08 1.05747210e-03 2.13319628e+09
1.57684989e-03 6.43211332e+08 1.06216608e-03 2.10449283e+09
1.58384932e-03 6.34561202e+08 1.06688090e-03 2.07619088e+09
1.59087982e-03 6.26026767e+08 1.07161665e-03 2.04826747e+09
1.59794153e-03 6.17601318e+08 1.07637341e-03 2.02070064e+09
1.60503458e-03 6.09279803e+08 1.08115129e-03 1.99347386e+09
1.61215912e-03 6.01063412e+08 1.08595038e-03 1.96659104e+09
1.61931529e-03 5.92954901e+08 1.09077078e-03 1.94006119e+09
1.62650322e-03 5.84956822e+08 1.09561257e-03 1.91389265e+09
1.63372305e-03 5.77070609e+08 1.10047585e-03 1.88809012e+09
1.64097494e-03 5.69293375e+08 1.10536072e-03 1.86264416e+09
1.64825901e-03 5.61621139e+08 1.11026727e-03 1.83754173e+09
1.65557542e-03 5.54050074e+08 1.11519560e-03 1.81277032e+09
1.66292430e-03 5.46577143e+08 1.12014581e-03 1.78831999e+09
1.67030581e-03 5.39202382e+08 1.12511799e-03 1.76419086e+09
1.67772008e-03 5.31926622e+08 1.13011224e-03 1.74038564e+09
1.68516726e-03 5.24750600e+08 1.13512867e-03 1.71690675e+09
1.69264750e-03 5.17674428e+08 1.14016735e-03 1.69375456e+09
1.70016094e-03 5.10695660e+08 1.14522841e-03 1.67092106e+09
1.70770773e-03 5.03811196e+08 1.15031193e-03 1.64839610e+09
1.71528803e-03 4.97018047e+08 1.15541801e-03 1.62616992e+09
1.72290197e-03 4.90313663e+08 1.16054676e-03 1.60423416e+09
1.73054970e-03 4.83697160e+08 1.16569828e-03 1.58258594e+09
1.73823139e-03 4.77168127e+08 1.17087266e-03 1.56122390e+09
1.74594717e-03 4.70726126e+08 1.17607002e-03 1.54014662e+09
1.75369720e-03 4.64370613e+08 1.18129044e-03 1.51935232e+09
1.76148164e-03 4.58100609e+08 1.18653403e-03 1.49883779e+09
1.76930063e-03 4.51915016e+08 1.19180090e-03 1.47859944e+09
1.77715432e-03 4.45812749e+08 1.19709115e-03 1.45863372e+09
1.78504288e-03 4.39792636e+08 1.20240488e-03 1.43893679e+09
1.79296645e-03 4.33853046e+08 1.20774220e-03 1.41950333e+09
1.80092520e-03 4.27992241e+08 1.21310321e-03 1.40032764e+09
1.80891927e-03 4.22208531e+08 1.21848802e-03 1.38140419e+09
1.81694883e-03 4.16500531e+08 1.22389673e-03 1.36272845e+09
1.82501403e-03 4.10868153e+08 1.22932945e-03 1.34430014e+09
1.83311503e-03 4.05311677e+08 1.23478628e-03 1.32612017e+09
1.84125199e-03 3.99831325e+08 1.24026734e-03 1.30818926e+09
1.84942506e-03 3.94426966e+08 1.24577272e-03 1.29050700e+09
1.85763442e-03 3.89096885e+08 1.25130255e-03 1.27306776e+09
1.86588022e-03 3.83838917e+08 1.25685692e-03 1.25586446e+09
1.87416262e-03 3.78650976e+08 1.26243594e-03 1.23889028e+09
1.88248178e-03 3.73531262e+08 1.26803973e-03 1.22213933e+09
1.89083788e-03 3.68479168e+08 1.27366839e-03 1.20560962e+09
1.89923106e-03 3.63494450e+08 1.27932204e-03 1.18930035e+09
1.90766150e-03 3.58576842e+08 1.28500079e-03 1.17321067e+09
1.91612936e-03 3.53725891e+08 1.29070474e-03 1.15733907e+09
1.92463481e-03 3.48940232e+08 1.29643401e-03 1.14168110e+09
1.93317801e-03 3.44218246e+08 1.30218871e-03 1.12623145e+09
1.94175914e-03 3.39558361e+08 1.30796896e-03 1.11098499e+09
1.95037835e-03 3.34959279e+08 1.31377486e-03 1.09593747e+09
1.95903583e-03 3.30420938e+08 1.31960654e-03 1.08108869e+09
1.96773174e-03 3.25943655e+08 1.32546410e-03 1.06643968e+09
1.97646624e-03 3.21527696e+08 1.33134766e-03 1.05199131e+09
1.98523952e-03 3.17173043e+08 1.33725734e-03 1.03774353e+09
1.99405174e-03 3.12878344e+08 1.34319325e-03 1.02369190e+09
2.00290307e-03 3.08641834e+08 1.34915551e-03 1.00983067e+09
2.01179370e-03 3.04461810e+08 1.35514424e-03 9.96154242e+08
2.02072379e-03 3.00336801e+08 1.36115955e-03 9.82657821e+08
2.02969352e-03 2.96266351e+08 1.36720156e-03 9.69339906e+08
2.03870307e-03 2.92250335e+08 1.37327039e-03 9.56200094e+08
2.04775260e-03 2.88288608e+08 1.37936615e-03 9.43237906e+08
2.05684231e-03 2.84380922e+08 1.38548898e-03 9.30452534e+08
2.06597237e-03 2.80526559e+08 1.39163899e-03 9.17841625e+08
2.07514295e-03 2.76724646e+08 1.39781629e-03 9.05402323e+08
2.08435424e-03 2.72974326e+08 1.40402102e-03 8.93131830e+08
2.09360642e-03 2.69274687e+08 1.41025328e-03 8.81027155e+08
2.10289966e-03 2.65624392e+08 1.41651321e-03 8.69083926e+08
2.11223416e-03 2.62021988e+08 1.42280093e-03 8.57297391e+08
2.12161010e-03 2.58466075e+08 1.42911656e-03 8.45662966e+08
2.13102765e-03 2.54955506e+08 1.43546022e-03 8.34176901e+08
2.14048700e-03 2.51490389e+08 1.44183204e-03 8.22839548e+08
2.14998834e-03 2.48071252e+08 1.44823215e-03 8.11652635e+08
2.15953186e-03 2.44698570e+08 1.45466066e-03 8.00617715e+08
2.16911774e-03 2.41372665e+08 1.46111771e-03 7.89735845e+08
2.17874618e-03 2.38093194e+08 1.46760342e-03 7.79005899e+08
2.18841735e-03 2.34859572e+08 1.47411792e-03 7.68425962e+08
2.19813145e-03 2.31671217e+08 1.48066134e-03 7.57994135e+08
2.20788867e-03 2.28527438e+08 1.48723381e-03 7.47708153e+08
2.21768920e-03 2.25426826e+08 1.49383544e-03 7.37563406e+08
2.22753323e-03 2.22367746e+08 1.50046638e-03 7.27554546e+08
2.23742096e-03 2.19348626e+08 1.50712676e-03 7.17676430e+08
2.24735258e-03 2.16368151e+08 1.51381670e-03 7.07924755e+08
2.25732829e-03 2.13426275e+08 1.52053633e-03 6.98299369e+08
2.26734828e-03 2.10523408e+08 1.52728580e-03 6.88801614e+08
