channel,state,eps,p,D_before,D_after,Sigma,F_petz,bound,tau_petz,tau_JRSWW,gap,holds
Amplitude Damping,|+>,0.5,0.2,0.6931471805599452,0.4995689750201817,0.19357820553976346,0.9082482904638629,0.9077474273655377,0.0917517095361371,0.0922525726344623,0.0005008630983251994,True
Amplitude Damping,|+>,0.5,0.25,0.6931471805599452,0.4650962596932841,0.22805092086666107,0.8872983346207414,0.8922352388974023,0.11270166537925863,0.1077647611025977,-0.004936904276660936,False
Amplitude Damping,|+>,0.5,0.3,0.6931471805599452,0.4327891160394165,0.2603580645205287,0.866899692852671,0.877938237582595,0.133100307147329,0.12206176241740496,-0.011038544729924049,False
Amplitude Damping,|+>,0.5,0.35,0.6931471805599452,0.40212996892706476,0.2910172116328804,0.8469443332443549,0.8645824496040792,0.15305566675564508,0.13541755039592085,-0.017638116359724232,False
Amplitude Damping,|+>,0.5,0.4,0.6931471805599452,0.372734343542792,0.3204128370171532,0.8273268353539883,0.8519679088692783,0.17267316464601168,0.1480320911307217,-0.02464107351528999,False
Amplitude Damping,|+>,0.5,0.45,0.6931471805599452,0.3442968679232945,0.3488503126366507,0.8079408810257196,0.8399397160575103,0.1920591189742804,0.16006028394248972,-0.031998835031790684,False
Amplitude Damping,|+>,0.5,0.5,0.6931471805599452,0.31655977795033713,0.37658740260960805,0.7886751345948125,0.8283713777468295,0.21132486540518747,0.17162862225317055,-0.03969624315201692,False
Amplitude Damping,|+>,0.5,0.55,0.6931471805599452,0.2892919313064023,0.4038552492535429,0.7694079530401619,0.8171540676327124,0.23059204695983815,0.18284593236728763,-0.047746114592550515,False
Amplitude Damping,|+>,0.5,0.6,0.6931471805599452,0.26227246502608625,0.4308747155338589,0.7499999999999997,0.8061887701412261,0.25000000000000033,0.19381122985877386,-0.056188770141226474,False
Amplitude Damping,|+>,0.5,0.65,0.6931471805599452,0.2352753803604607,0.4578718001994845,0.730283093235919,0.7953795156187206,0.269716906764081,0.20462048438127944,-0.06509642238280156,False
Amplitude Damping,|+>,0.5,0.7,0.6931471805599452,0.20805156481077453,0.48509561574917065,0.7100420126042011,0.7846262353693833,0.2899579873957989,0.21537376463061675,-0.07458422276518217,False
Amplitude Damping,|+>,0.5,0.75,0.6931471805599452,0.18030318279173876,0.5128439977682064,0.6889822365046134,0.77381535066637,0.31101776349538657,0.22618464933363003,-0.08483311416175654,False
Amplitude Damping,|+>,0.5,0.8,0.6931471805599452,0.15164028140237343,0.5415068991575718,0.6666666666666665,0.7628045430040105,0.3333333333333335,0.23719545699598954,-0.09613787633734394,False
Amplitude Damping,|+>,0.5,0.85,0.6931471805599452,0.12149408620212485,0.5716530943578203,0.6423736993628746,0.7513929358688537,0.3576263006371254,0.2486070641311463,-0.10901923650597911,False
Amplitude Damping,|+>,0.5,0.9,0.6931471805599452,0.08890584421550066,0.6042413363444445,0.6147078669352808,0.7392488556990505,0.3852921330647192,0.2607511443009495,-0.12454098876376973,False
