channel,p,state,D_before,D_after,Delta_D,exp_bound,F_J_petz,f_petz,F_J_identity,f_identity,tau,tau_bound,tau_identity,bound_holds,gap_FJ,gap_tau
Dephasing,0.04,random_pure_0,0.6931471805589438,0.16470849543475885,0.5284386851241849,0.5895246851693987,0.6554446070590509,0.8095953353738218,0.6686967422465083,0.817738798300844,0.19040466462617822,0.23219489115440328,0.18226120169915605,True,0.06591992188965223,0.04179022652822506
Dephasing,0.04,random_pure_1,0.6931471805589453,0.19105780149555104,0.5020893790633942,0.6052647102356318,0.6785386988988715,0.8237346046505947,0.6909025950950686,0.831205507137115,0.17626539534940533,0.22201239711957377,0.16879449286288495,True,0.07327398866323975,0.04574700177016844
Dephasing,0.04,random_pure_2,0.6931471805589409,0.004034019917614873,0.689113160641326,0.5020210837645808,0.5040286026663514,0.7099497184071217,0.523104431772608,0.7232595880958703,0.29005028159287827,0.2914655380543718,0.2767404119041297,True,0.002007518901770644,0.0014152564614935415
Dephasing,0.04,random_pure_3,0.6931471805589462,0.009862789220223649,0.6832843913387225,0.5049557934108543,0.5098303214576413,0.7140240342296899,0.5286830014015782,0.7271059079677308,0.28597596577031015,0.28939758415070505,0.2728940920322692,True,0.004874528046787008,0.0034216183803948974
Dephasing,0.04,random_pure_4,0.6931471805589462,0.002698034408154363,0.6904491461507918,0.5013508386897698,0.5026956210605379,0.7090103109691268,0.5218227102093733,0.7223729716769401,0.2909896890308732,0.2919386758975111,0.27762702832305985,True,0.0013447823707680717,0.0009489868666379131
Dephasing,0.04,random_pure_5,0.6931471805589435,0.0009438985651806509,0.6922032819937629,0.5004721720893136,0.5009436015462831,0.7077736937371176,0.5201380784098878,0.7212059888893656,0.2922263062628824,0.2925594215135001,0.2787940111106344,True,0.00047142945696954097,0.0003331152506177437
Dephasing,0.04,random_pure_6,0.6931471805589442,0.39920866869069543,0.29393851186824876,0.7453223185112815,0.8422632865457046,0.9177490324406257,0.8483300957526274,0.9210483677596022,0.08225096755937433,0.13667948100877303,0.0789516322403978,True,0.09694096803442309,0.0544285134493987
Dephasing,0.04,random_pure_7,0.6931471805589446,0.23697667642718478,0.45617050413175986,0.6337057784330434,0.7175633033405509,0.8470910832611513,0.7284262656584118,0.8534789192817898,0.15290891673884865,0.20394360850939497,0.14652108071821024,True,0.08385752490750742,0.051034691770546314
Dephasing,0.04,random_pure_8,0.6931471805589458,0.1852001464129091,0.5079470341460366,0.6017296420424295,0.6734484072374807,0.8206390237110838,0.6860080831470075,0.8282560492667757,0.17936097628891623,0.22428765509215376,0.17174395073322435,True,0.07171876519505116,0.04492667880323753
Dephasing,0.04,random_pure_9,0.6931471805589453,0.06861433075561749,0.6245328498033278,0.5355115344145547,0.5670300459926205,0.7530139746330213,0.5836827365313659,0.7639913196701688,0.24698602536697867,0.2682134639018324,0.23600868032983124,True,0.031518511578065844,0.02122743853485376
Dephasing,0.04,random_mixed_0,0.08698988847248912,0.0020537662193244807,0.08493612225316463,0.9185709587705988,0.9570068569999743,0.9782672727838616,0.9601152764655,0.9798547221223665,0.021732727216138392,0.041578924078461865,0.02014527787763354,True,0.03843589822937554,0.019846196862323473
Dephasing,0.04,random_mixed_1,0.07622498786895196,0.022220603752153234,0.054004384116798726,0.9474279528578896,0.973178580102585,0.9864981399387355,0.9751473166160349,0.9874954767572532,0.013501860061264526,0.026640892138009797,0.012504523242746757,True,0.025750627244695345,0.013139032076745272
