channel,state,eps,p,D_before,D_after,Sigma,F_petz,bound,tau_petz,tau_JRSWW,gap,holds
Phase Damping,|0>,0.5,0.9,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,0.95,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|0>,0.5,1.0,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|1>,0.5,0.0,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|1>,0.5,0.05,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|1>,0.5,0.1,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|1>,0.5,0.15,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|1>,0.5,0.2,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|1>,0.5,0.25,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|1>,0.5,0.3,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|1>,0.5,0.35,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|1>,0.5,0.4,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|1>,0.5,0.45,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|1>,0.5,0.5,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|1>,0.5,0.55,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|1>,0.5,0.6,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
Phase Damping,|1>,0.5,0.65,0.6931471805599453,0.6931471805599453,0.0,1.0,1.0,0.0,0.0,0.0,True
